序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
551,ARIAUSDT,92.8,279.5,160.0,1.747,"$1,330,626","$1,717,493",0.775,0.0000,2026-02-16 14:00,0.080030,2026-02-16,2026-02-16 15:00:00,2026-02-16 15:00:00,1.67,0.081360,1.66%,2026-02-16,2026-02-16 22:00:00,0.096005,7.0,-18.00%,0.9717,,1.1466,2.1183,0.0000,,,-874.54,-876.66,-876.66,-876.66,37130.27,是,中（改成20%）,中（保持20%）,stop_loss,0.0000%,3.0,1619.52,否,,,0.082140,0.96%,2.26%,0.092090,13.19%,2.26%,0.079740,,3.50%,15.39%,2.26%,2.14%,,,1.6688,2.1726,0.7681,,,,
552,SUPERUSDT,83.6,92.1,126.7,0.727,"$2,073,221","$3,161,579",0.656,0.0000,2026-02-16 00:00,0.135500,2026-02-16,2026-02-16 01:00:00,2026-02-16 01:00:00,1.80,0.136300,0.59%,2026-02-17,2026-02-17 00:00:00,0.132600,23.0,2.71%,0.9454,,0.9197,1.8652,0.0000,,,128.32,126.46,126.46,126.46,37256.72,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-2.2403%,3.0,1575.68,否,,,0.132800,-2.57%,3.08%,0.130100,-4.55%,6.16%,0.130000,,7.19%,8.58%,7.19%,0.88%,,,1.8003,1.9360,0.9299,,,,
553,XAGUSDT,51.9,57.1,55.8,1.023,"$137,025,387","$139,389,671",0.983,0.0000,2026-02-15 23:00,76.340000,2026-02-16,2026-02-16 00:00:00,2026-02-16 00:00:00,3.89,76.080000,-0.34%,2026-02-17,2026-02-17 00:00:00,76.480000,24.0,-0.53%,0.8981,,0.9029,1.8010,0.0000,,,-23.61,-25.41,-25.41,-25.41,37231.31,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0965%,3.0,1496.90,否,,,77.430000,1.77%,0.18%,77.130000,1.38%,1.77%,76.470000,0.51%,1.77%,5.31%,1.77%,2.01%,,,3.8876,3.8972,0.9975,,,,
554,ARPAUSDT,50.7,54.4,66.9,0.813,"$1,675,277","$1,951,013",0.859,0.0000,2026-02-16 19:00,0.010370,2026-02-16,2026-02-16 20:00:00,2026-02-16 20:00:00,1.23,0.010340,-0.29%,2026-02-17,2026-02-17 00:00:00,0.010740,4.0,-3.87%,0.8532,,0.8862,1.7395,0.0000,,,-165.04,-166.77,-166.77,-166.77,37064.54,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,-0.0306%,3.0,1422.06,否,,,0.010810,4.55%,0.29%,0.010480,1.35%,0.29%,0.010270,,1.84%,8.51%,0.29%,6.87%,,,1.2341,1.2306,1.0028,,,,
555,SHELLUSDT,49.2,40.2,35.5,1.134,"$1,148,475","$1,726,597",0.665,0.0000,2026-02-16 08:00,0.034890,2026-02-16,2026-02-16 09:00:00,2026-02-16 09:00:00,2.12,0.035330,1.26%,2026-02-17,2026-02-17 00:00:00,0.033290,15.0,5.77%,0.8106,,0.7638,1.5743,0.0000,,,234.02,232.44,232.44,232.44,37296.98,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.3661%,3.0,1350.95,否,,,0.033510,-5.15%,6.31%,0.033220,-5.97%,7.42%,0.033570,,7.42%,15.00%,7.42%,0.48%,,,2.1240,2.2478,0.9449,,,,
556,LISTAUSDT,34.1,15.2,16.8,0.900,"$1,775,773","$1,902,544",0.933,0.0000,2026-02-16 19:00,0.093800,2026-02-16,2026-02-16 20:00:00,2026-02-16 20:00:00,2.66,0.092500,-1.39%,2026-02-17,2026-02-17 00:00:00,0.096100,4.0,-3.89%,0.7700,,0.8000,1.5701,0.0000,,,-149.85,-151.42,-151.42,-151.42,37145.56,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1283.40,否,,,0.095700,3.46%,0.97%,0.095600,3.35%,0.97%,0.097700,,0.97%,9.51%,0.97%,3.78%,,,2.6576,2.7979,0.9499,,,,
557,SONICUSDT,83.2,117.1,157.4,0.744,"$1,886,329","$2,327,046",0.811,0.0000,2026-02-18 00:00,0.050420,2026-02-18,2026-02-18 01:00:00,2026-02-18 01:00:00,1.33,0.050410,-0.02%,2026-02-20,2026-02-20 00:00:00,0.052620,47.0,-4.38%,1.1144,,1.1632,2.2776,0.0000,,,-244.27,-246.55,-246.55,-246.55,36899.02,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.3087%,3.0,1857.28,否,,,0.051980,3.11%,0.71%,0.049780,-1.25%,1.63%,0.050200,-0.42%,7.92%,7.92%,7.92%,9.22%,,,1.3343,1.3964,0.9555,,,,
558,STEEMUSDT,51.4,47.7,40.8,1.171,"$874,917","$866,675",1.010,0.0000,2026-02-18 00:00,0.052710,2026-02-18,2026-02-18 01:00:00,2026-02-18 01:00:00,1.53,0.052860,0.28%,2026-02-18,2026-02-18 02:00:00,0.062375,1.0,-18.00%,1.0586,,1.2492,2.3079,0.0000,,,-952.78,-955.09,-955.09,-955.09,35943.92,是,强（2h内默认）,强（保持30%）,stop_loss,-0.8134%,3.0,1764.41,否,,,0.063890,20.87%,0.49%,0.057780,9.31%,0.49%,0.052850,,0.68%,7.87%,0.49%,21.77%,,,1.5265,1.6860,0.9054,,,,
559,ONTUSDT,50.8,64.9,65.7,0.988,"$2,132,241","$2,467,775",0.864,0.0000,2026-02-18 02:00,0.050200,2026-02-18,2026-02-18 03:00:00,2026-02-18 03:00:00,1.74,0.051000,1.59%,2026-02-20,2026-02-20 00:00:00,0.044400,45.0,12.94%,1.0300,,0.8967,1.9267,0.0000,,,666.47,664.54,664.54,664.54,36608.46,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-2.9685%,3.0,1716.66,否,,,0.049000,-3.92%,4.12%,0.047100,-7.65%,8.24%,0.044400,-12.94%,13.92%,16.47%,15.49%,4.31%,,,1.7397,1.9922,0.8733,,,,
560,TAIKOUSDT,32.5,53.9,56.3,0.958,"$526,694","$564,918",0.932,0.0000,2026-02-18 00:00,0.127400,2026-02-18,2026-02-18 01:00:00,2026-02-18 01:00:00,1.58,0.127800,0.31%,2026-02-20,2026-02-20 00:00:00,0.128000,47.0,-0.16%,0.9785,,0.9800,1.9585,0.0000,,,-7.66,-9.61,-9.61,-9.61,36598.85,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1219%,3.0,1630.83,否,,,0.130400,2.03%,0.47%,0.129500,1.33%,0.47%,0.129100,1.02%,0.47%,3.05%,2.74%,2.90%,,,1.5780,1.6116,0.9792,,,,
561,MAVUSDT,30.5,7.3,6.3,1.150,"$1,585,538","$1,622,766",0.977,0.0000,2026-02-18 22:00,0.016460,2026-02-18,2026-02-18 23:00:00,2026-02-18 23:00:00,2.83,0.016660,1.22%,2026-02-20,2026-02-20 00:00:00,0.015820,25.0,5.04%,0.9296,,0.8827,1.8123,0.0000,,,234.35,232.53,232.53,232.53,36831.38,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1549.29,否,,,0.016450,-1.26%,2.94%,0.015970,-4.14%,4.50%,0.015790,-5.22%,8.04%,9.48%,8.04%,1.08%,,,2.8314,3.2373,0.8746,,,,
562,POLYXUSDT,29.1,47.3,22.4,2.112,"$1,725,242","$1,812,512",0.952,0.0000,2026-02-18 02:00,0.046300,2026-02-18,2026-02-18 03:00:00,2026-02-18 03:00:00,1.78,0.046130,-0.37%,2026-02-20,2026-02-20 00:00:00,0.043910,45.0,4.81%,0.8831,,0.8406,1.7237,0.0000,,,212.49,210.77,210.77,210.77,37042.15,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.8660%,3.0,1471.82,否,,,0.045100,-2.23%,2.67%,0.044610,-3.30%,4.27%,0.043570,-5.55%,7.39%,8.15%,8.15%,3.92%,,,1.7816,2.1857,0.8151,,,,
563,OPUSDT,28.2,35.3,21.6,1.637,"$15,999,397","$17,165,158",0.932,0.0000,2026-02-18 17:00,0.178200,2026-02-18,2026-02-18 18:00:00,2026-02-18 18:00:00,1.09,0.178200,0.00%,2026-02-19,2026-02-19 06:00:00,0.158598,12.0,11.00%,0.8389,,0.7467,1.5856,0.0000,,,461.42,459.83,459.83,459.83,37501.98,否,中（改成20%）,弱（12%）,take_profit,-0.1216%,3.0,1398.23,否,,,0.172800,-3.03%,3.65%,0.152900,-14.20%,15.15%,0.135800,,24.97%,30.13%,16.33%,0.34%,,11.0%,1.0903,1.0631,1.0256,,,,
564,CKBUSDT,25.6,44.2,37.7,1.171,"$1,339,373","$1,368,795",0.979,0.0000,2026-02-18 00:00,0.001635,2026-02-18,2026-02-18 01:00:00,2026-02-18 01:00:00,1.65,0.001636,0.06%,2026-02-20,2026-02-20 00:00:00,0.001579,47.0,3.48%,0.7970,,0.7692,1.5662,0.0000,,,138.84,137.27,137.27,137.27,37639.26,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0703%,3.0,1328.32,否,,,0.001680,2.69%,0.24%,0.001639,0.18%,0.24%,0.001589,-2.87%,3.06%,7.33%,7.33%,3.30%,,,1.6546,1.7785,0.9303,,,,
565,VELVETUSDT,23.0,9.2,10.1,0.909,"$1,950,357","$1,928,807",1.011,0.0000,2026-02-18 09:00,0.075620,2026-02-18,2026-02-18 10:00:00,2026-02-18 10:00:00,1.68,0.073410,-2.92%,2026-02-20,2026-02-20 00:00:00,0.078250,38.0,-6.59%,0.7571,,0.8071,1.5642,0.0000,,,-249.60,-251.16,-251.16,-251.16,37388.10,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1261.90,否,,,0.074440,1.40%,1.78%,0.070600,-3.83%,5.29%,0.070830,-3.51%,6.67%,6.67%,6.67%,3.75%,,,1.6767,1.7640,0.9505,,,,
566,FLOCKUSDT,20.5,13.5,23.7,0.573,"$1,048,543","$1,081,812",0.969,0.0000,2026-02-18 02:00,0.064860,2026-02-18,2026-02-18 03:00:00,2026-02-18 03:00:00,2.42,0.065280,0.65%,2026-02-20,2026-02-20 00:00:00,0.057420,45.0,12.04%,0.7193,,0.6327,1.3520,0.0000,,,433.03,431.67,431.67,431.67,37819.77,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0178%,3.0,1198.81,否,,,0.064440,-1.29%,3.19%,0.061670,-5.53%,6.27%,0.059130,-9.42%,10.97%,15.01%,15.01%,0.52%,,,2.4200,2.4880,0.9727,,,,
567,INJUSDT,67.9,119.3,109.0,1.095,"$9,816,606","$15,315,972",0.641,0.0000,2026-02-19 01:00,3.317000,2026-02-19,2026-02-19 02:00:00,2026-02-19 02:00:00,0.99,3.307000,-0.30%,2026-02-20,2026-02-20 00:00:00,3.272000,22.0,1.06%,0.7391,,0.7312,1.4703,0.0000,,,39.11,37.64,37.64,37.64,37857.41,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.3305%,3.0,1231.77,否,,,3.374000,2.03%,3.78%,3.143000,-4.96%,5.87%,3.204000,,7.62%,7.62%,7.62%,2.15%,,,0.9869,1.0534,0.9369,,,,
568,CTKUSDT,54.7,64.0,57.8,1.107,"$581,281","$600,225",0.968,0.0000,2026-02-19 09:00,0.206900,2026-02-19,2026-02-19 10:05:00,2026-02-19 10:05:00,2.46,0.206400,-0.24%,2026-02-19,2026-02-19 22:00:00,0.215400,11.92,-4.36%,0.7021,,0.7327,1.4348,0.0000,,,-153.08,-154.51,-154.51,-154.51,37702.90,否,中（改成20%）,中（保持20%）,early_stop_loss_12h,0.0000%,3.0,1170.18,否,,,0.207900,0.73%,0.10%,0.215700,4.51%,0.10%,0.226500,,0.10%,0.10%,0.29%,1.55%,,,2.4638,3.0193,0.8160,,,,
569,B3USDT,28.0,8.9,11.0,0.813,"$549,055","$640,333",0.857,0.0000,2026-02-19 15:00,0.000441,2026-02-19,2026-02-19 16:00:00,2026-02-19 16:00:00,2.41,0.000443,0.36%,2026-02-20,2026-02-20 00:00:00,0.000442,8.0,0.32%,0.6975,,0.6953,1.3927,0.0000,,,11.02,9.63,9.63,9.63,37712.53,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,-0.1643%,3.0,1162.46,否,,,0.000446,0.77%,1.85%,0.000427,-3.68%,4.47%,0.000435,,6.03%,7.92%,2.93%,2.21%,,,2.4106,2.8344,0.8505,,,,
570,VANAUSDT,26.3,28.9,32.5,0.889,"$3,859,555","$4,050,703",0.953,0.0000,2026-02-19 00:00,1.466000,2026-02-19,2026-02-19 01:00:00,2026-02-19 01:00:00,0.55,1.467000,0.07%,2026-02-21,2026-02-21 00:00:00,1.724000,47.0,-17.52%,1.1314,,1.3296,2.4610,0.0000,,,-991.01,-993.48,-993.48,-993.48,36719.05,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1421%,3.0,1885.63,否,,,1.449000,-1.23%,1.91%,1.390000,-5.25%,6.07%,1.426000,-2.79%,7.91%,7.91%,7.91%,0.89%,,,0.5477,0.5117,1.0704,,,,
571,KGENUSDT,22.9,12.7,9.5,1.345,"$2,675,592","$2,595,319",1.031,0.0000,2026-02-19 10:00,0.173400,2026-02-19,2026-02-19 11:00:00,2026-02-19 11:00:00,1.35,0.173730,0.19%,2026-02-19,2026-02-19 23:00:00,0.184770,12.0,-6.35%,1.0748,,1.1431,2.2179,0.0000,,,-341.50,-343.72,-343.72,-343.72,36375.33,否,中（改成20%）,弱（12%）,early_stop_loss_12h,0.0000%,3.0,1791.35,否,,,0.176480,1.58%,0.59%,0.184770,6.35%,0.59%,0.188360,,0.59%,1.46%,0.59%,3.61%,,,1.3474,1.3213,1.0198,,,,
572,AGTUSDT,21.8,18.3,29.1,0.627,"$3,169,391","$2,841,190",1.116,0.0000,2026-02-19 03:00,0.004521,2026-02-19,2026-02-19 04:00:00,2026-02-19 04:00:00,3.34,0.004566,1.00%,2026-02-21,2026-02-21 00:00:00,0.004675,44.0,-2.39%,1.0645,,1.0899,2.1544,0.0000,,,-127.06,-129.21,-129.21,-129.21,36246.12,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1774.16,否,,,0.004560,-0.13%,2.26%,0.004257,-6.77%,8.37%,0.004203,-7.95%,9.24%,9.24%,8.37%,0.53%,,,3.3365,2.9857,1.1175,,,,
573,NILUSDT,21.7,18.1,15.8,1.151,"$2,615,497","$2,808,980",0.931,0.0000,2026-02-19 09:00,0.056030,2026-02-19,2026-02-19 10:00:00,2026-02-19 10:00:00,1.07,0.054480,-2.77%,2026-02-21,2026-02-21 00:00:00,0.052470,38.0,3.69%,1.0113,,0.9740,1.9852,0.0000,,,186.55,184.57,184.57,184.57,36430.68,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0307%,3.0,1685.45,否,,,0.054240,-0.44%,2.24%,0.053250,-2.26%,4.97%,0.052930,-2.85%,5.16%,11.38%,4.97%,2.96%,,,1.0747,1.0781,0.9968,,,,
574,JCTUSDT,17.7,4.6,5.9,0.784,"$1,316,961","$1,273,063",1.034,0.0000,2026-02-19 09:00,0.001630,2026-02-19,2026-02-19 10:00:00,2026-02-19 10:00:00,2.11,0.001592,-2.33%,2026-02-19,2026-02-19 22:00:00,0.001733,12.0,-8.86%,0.9607,,1.0458,2.0065,0.0000,,,-425.44,-427.45,-427.45,-427.45,36003.24,是,中（改成20%）,弱（12%）,early_stop_loss_12h,0.0950%,3.0,1601.18,否,,,0.001503,-5.59%,5.78%,0.001733,8.86%,5.78%,0.001817,,5.78%,5.78%,5.78%,3.64%,,,2.1143,2.2331,0.9468,,,,
575,ARPAUSDT,14.7,13.4,17.9,0.748,"$1,633,208","$1,752,966",0.932,0.0000,2026-02-19 20:00,0.009800,2026-02-19,2026-02-19 21:00:00,2026-02-19 21:00:00,0.94,0.009770,-0.31%,2026-02-21,2026-02-21 00:00:00,0.009680,27.0,0.92%,0.9479,,0.9392,1.8870,0.0000,,,43.66,41.77,41.77,41.77,36045.01,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.2765%,3.0,1579.81,否,,,0.009720,-0.51%,1.02%,0.009740,-0.31%,1.02%,0.009680,-0.92%,2.66%,2.66%,1.02%,0.82%,,,0.9357,0.9928,0.9425,,,,
576,APRUSDT,14.2,2.3,2.5,0.925,"$1,533,631","$1,627,523",0.942,0.0000,2026-02-19 13:00,0.100900,2026-02-19,2026-02-19 14:00:00,2026-02-19 14:00:00,1.64,0.100350,-0.55%,2026-02-21,2026-02-21 00:00:00,0.095930,34.0,4.40%,0.9005,,0.8608,1.7613,0.0000,,,198.31,196.55,196.55,196.55,36241.56,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.3036%,3.0,1500.82,否,,,0.101890,1.53%,0.18%,0.099720,-0.63%,1.46%,0.099430,-0.92%,2.96%,7.55%,0.18%,6.61%,,,1.6406,1.7473,0.9389,,,,
577,VTHOUSDT,484.9,1086.6,856.9,1.268,"$810,454","$2,405,967",0.337,0.0000,2026-02-22 00:00,0.000686,2026-02-22,2026-02-22 01:00:00,2026-02-22 01:00:00,1.18,0.000684,-0.28%,2026-02-25,2026-02-25 01:00:00,0.000584,72.0,14.68%,1.0872,,0.9276,2.0148,0.0000,,,798.28,796.26,796.26,796.26,37037.83,是,中（改成20%）,弱（12%）,max_hold_time,-0.4984%,3.0,1812.08,否,,,0.000660,-3.64%,5.70%,0.000629,-8.08%,10.13%,0.000587,-14.29%,16.20%,17.30%,17.30%,0.69%,,,1.1753,1.9851,0.5921,,,,
578,BELUSDT,232.4,29.8,62.4,0.477,"$1,234,491","$2,813,879",0.439,0.0000,2026-02-22 10:00,0.118000,2026-02-22,2026-02-22 11:00:00,2026-02-22 11:00:00,1.69,0.107200,-9.15%,2026-02-22,2026-02-22 16:00:00,0.126496,5.0,-18.00%,1.0329,,1.2188,2.2517,0.0000,,,-929.60,-931.85,-931.85,-931.85,36105.98,是,中（改成20%）,中（保持20%）,stop_loss,-0.8631%,3.0,1721.47,否,,,0.114900,7.18%,5.69%,0.114300,6.62%,5.69%,0.107300,,5.69%,12.87%,5.69%,11.94%,,,1.6889,3.4092,0.4954,,,,
579,COWUSDT,81.0,26.4,25.8,1.024,"$2,642,549","$3,672,556",0.720,0.0000,2026-02-22 11:00,0.218200,2026-02-22,2026-02-22 12:00:00,2026-02-22 12:00:00,0.98,0.220000,0.82%,2026-02-25,2026-02-25 12:00:00,0.219500,72.0,0.23%,1.0049,,1.0026,2.0076,0.0000,,,11.42,9.41,9.41,9.41,36115.39,是,中（改成20%）,弱（12%）,max_hold_time,-2.0385%,3.0,1674.88,否,,,0.211000,-4.09%,5.73%,0.222700,1.23%,5.73%,0.216100,-1.77%,7.55%,7.55%,7.55%,1.18%,,,0.9771,0.9604,1.0174,,,,
580,OLUSDT,70.5,106.7,77.2,1.382,"$399,179","$581,090",0.687,0.0000,2026-02-22 00:00,0.013210,2026-02-22,2026-02-22 01:00:00,2026-02-22 01:00:00,2.55,0.013180,-0.23%,2026-02-25,2026-02-25 01:00:00,0.011220,72.0,14.87%,0.9547,,0.8127,1.7674,0.0000,,,709.86,708.09,708.09,708.09,36823.48,是,中（改成20%）,弱（12%）,max_hold_time,0.0000%,3.0,1591.14,否,,,0.012990,-1.44%,3.41%,0.012680,-3.79%,8.04%,0.012220,-7.28%,10.62%,19.20%,19.20%,5.16%,,,2.5511,3.4883,0.7313,,,,
581,ATHUSDT,48.8,52.0,41.5,1.255,"$3,691,715","$3,748,060",0.985,0.0000,2026-02-22 10:00,0.005430,2026-02-22,2026-02-22 11:00:00,2026-02-22 11:00:00,1.05,0.005420,-0.18%,2026-02-25,2026-02-25 11:00:00,0.005199,72.0,4.08%,0.9069,,0.8700,1.7769,0.0000,,,184.90,183.13,183.13,183.13,37006.60,否,中（改成20%）,弱（12%）,max_hold_time,-0.1560%,3.0,1511.58,否,,,0.005353,-1.24%,1.48%,0.005304,-2.14%,3.12%,0.005166,-4.69%,8.89%,10.52%,10.52%,0.24%,,,1.0517,1.0408,1.0105,,,,
582,ARPAUSDT,41.3,9.3,9.2,1.007,"$1,588,768","$1,982,237",0.802,0.0000,2026-02-22 09:00,0.010430,2026-02-22,2026-02-22 10:00:00,2026-02-22 10:00:00,0.96,0.010570,1.34%,2026-02-25,2026-02-25 10:00:00,0.009700,72.0,8.23%,0.8616,,0.7907,1.6523,0.0000,,,354.59,352.93,352.93,352.93,37359.54,是,中（改成20%）,弱（12%）,max_hold_time,-1.1648%,3.0,1436.00,否,,,0.010100,-4.45%,5.30%,0.010680,1.04%,5.77%,0.010390,-1.70%,5.77%,12.68%,12.68%,1.80%,,,0.9600,1.0354,0.9272,,,,
583,ZETAUSDT,36.5,59.6,50.5,1.181,"$969,523","$1,079,845",0.898,0.0000,2026-02-22 00:00,0.052860,2026-02-22,2026-02-22 01:00:00,2026-02-22 01:00:00,1.71,0.053120,0.49%,2026-02-25,2026-02-25 01:00:00,0.051070,72.0,3.86%,0.8185,,0.7869,1.6055,0.0000,,,157.94,156.34,156.34,156.34,37515.87,否,中（改成20%）,弱（12%）,max_hold_time,-0.1683%,3.0,1364.20,否,,,0.051730,-2.62%,2.97%,0.051600,-2.86%,5.03%,0.053330,0.40%,5.03%,9.90%,9.90%,0.94%,,,1.7115,1.7345,0.9867,,,,
584,MOCAUSDT,34.7,14.3,7.4,1.930,"$992,727","$1,119,995",0.886,0.0000,2026-02-22 10:00,0.016950,2026-02-22,2026-02-22 11:00:00,2026-02-22 11:00:00,1.86,0.016810,-0.83%,2026-02-25,2026-02-25 11:00:00,0.016140,72.0,3.99%,0.7776,,0.7466,1.5242,0.0000,,,154.96,153.44,153.44,153.44,37669.31,否,中（改成20%）,弱（12%）,max_hold_time,-0.2679%,3.0,1295.99,否,,,0.016440,-2.20%,2.50%,0.016920,0.65%,3.99%,0.016370,-2.62%,6.48%,9.52%,9.52%,1.01%,,,1.8612,1.7655,1.0542,,,,
585,TAIKOUSDT,32.8,7.7,7.8,0.990,"$588,863","$604,239",0.975,0.0000,2026-02-22 11:00,0.126100,2026-02-22,2026-02-22 12:00:00,2026-02-22 12:00:00,2.09,0.126100,0.00%,2026-02-25,2026-02-25 12:00:00,0.122400,72.0,2.93%,0.7387,,0.7170,1.4558,0.0000,,,108.38,106.92,106.92,106.92,37776.23,否,中（改成20%）,弱（12%）,max_hold_time,-0.3761%,3.0,1231.19,否,,,0.123900,-1.74%,3.33%,0.123000,-2.46%,3.73%,0.120600,-4.36%,8.17%,9.20%,9.20%,0.56%,,,2.0883,1.9112,1.0927,,,,
586,CYBERUSDT,31.0,56.1,58.8,0.954,"$4,934,801","$6,682,270",0.738,0.0000,2026-02-22 00:00,0.645400,2026-02-22,2026-02-22 01:00:00,2026-02-22 01:00:00,0.82,0.639600,-0.90%,2026-02-25,2026-02-25 01:00:00,0.547200,72.0,14.45%,0.7018,,0.6004,1.3022,0.0000,,,506.91,505.61,505.61,505.61,38281.85,是,中（改成20%）,弱（12%）,max_hold_time,-2.7047%,3.0,1169.63,否,,,0.641100,0.23%,0.70%,0.598400,-6.44%,8.05%,0.568800,-11.07%,13.43%,19.20%,19.20%,3.91%,,,0.8205,0.8879,0.9241,,,,
587,UMAUSDT,115.6,13.9,16.5,0.843,"$1,837,011","$3,167,742",0.580,0.0000,2026-02-23 22:00,0.508600,2026-02-23,2026-02-23 23:00:00,2026-02-23 23:00:00,0.99,0.510600,0.39%,2026-02-26,2026-02-26 00:00:00,0.461300,49.0,9.66%,0.6667,,0.6023,1.2690,0.0000,,,321.86,320.59,320.59,320.59,38602.43,是,中（改成20%）,强（30%）,btc_yesterday_yang_flatten_open,-3.3623%,3.0,1111.15,否,,,0.482600,-5.48%,8.13%,0.456200,-10.65%,12.85%,0.446500,-12.55%,13.67%,13.67%,13.67%,0.65%,,,0.9869,1.0379,0.9509,,,,
588,AXLUSDT,103.8,26.8,34.6,0.775,"$2,791,346","$4,908,191",0.569,0.0000,2026-02-25 10:00,0.062640,2026-02-25,2026-02-25 11:00:00,2026-02-25 11:00:00,0.68,0.064300,2.65%,2026-02-26,2026-02-26 00:00:00,0.058570,13.0,8.91%,1.1151,,1.0157,2.1309,0.0000,,,496.86,494.73,494.73,494.73,39097.16,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1858.53,否,,,0.060760,-5.51%,6.05%,0.058560,-8.93%,10.33%,0.056840,,13.19%,21.10%,10.44%,3.25%,,,0.6818,0.6423,1.0615,,,,
589,PROMPTUSDT,93.8,107.3,129.6,0.828,"$1,235,384","$1,919,878",0.643,0.0000,2026-02-23 00:00,0.047620,2026-02-23,2026-02-23 01:00:00,2026-02-23 01:00:00,1.39,0.047270,-0.73%,2026-02-23,2026-02-23 02:00:00,0.055779,1.0,-18.00%,1.0594,,1.2501,2.3094,0.0000,,,-953.43,-955.74,-955.74,-955.74,38141.42,是,强（2h内默认）,强（保持30%）,stop_loss,-0.2098%,3.0,1765.61,否,,,0.056450,19.42%,6.37%,0.048360,2.31%,6.37%,0.050810,,6.37%,10.96%,6.37%,29.05%,,,1.3946,1.5615,0.8931,,,,
590,LAUSDT,65.9,62.9,73.5,0.856,"$4,731,559","$6,329,300",0.748,0.0000,2026-02-23 00:00,0.236600,2026-02-23,2026-02-23 01:00:00,2026-02-23 01:00:00,0.70,0.235500,-0.46%,2026-02-26,2026-02-26 00:00:00,0.246100,71.0,-4.50%,1.0307,,1.0771,2.1078,0.0000,,,-231.96,-234.07,-234.07,-234.07,37907.36,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-2.7010%,3.0,1717.82,否,,,0.233500,-0.85%,4.29%,0.243100,3.23%,4.29%,0.230100,-2.29%,5.82%,13.25%,5.77%,1.23%,,,0.6981,0.6340,1.1011,,,,
591,HOODUSDT,53.4,19.7,10.7,1.843,"$639,396","$638,628",1.001,0.0000,2026-02-23 01:00,74.330000,2026-02-23,2026-02-23 02:00:00,2026-02-23 02:00:00,1.08,74.190000,-0.19%,2026-02-26,2026-02-26 00:00:00,76.400000,70.0,-2.98%,0.9792,,1.0083,1.9875,0.0000,,,-145.84,-147.83,-147.83,-147.83,37759.53,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0342%,3.0,1631.93,否,,,74.160000,-0.04%,0.22%,74.680000,0.66%,0.27%,72.060000,-2.87%,3.68%,6.66%,3.68%,0.24%,,,1.0833,1.0517,1.0300,,,,
